공급일자,시간,경기도,경상권,서울,전라권,충청권
2023-05-03,06:00,-12.83,-10.91,118.06,11.5,70.43
2023-05-03,07:00,81.91,72.27,94.17,6.24,60.09
2023-05-03,08:00,77.47,48.07,35.65,24.7,70.57
2023-05-03,09:00,87.7,67.81,163.3,4.31,29.58
2023-05-03,10:00,105.47,21.12,6.06,14.47,44.22
2023-05-03,11:00,7.13,22.67,-16.38,12.22,95.76
2023-05-03,12:00,83.71,16.85,35.63,14.1,25.39
2023-05-03,13:00,31.94,40.41,8.09,-0.72,1.02
2023-05-03,14:00,71.39,7.74,130.04,15.06,12.92
2023-05-03,15:00,52.37,8.92,45.92,3.83,-8.78
2023-05-03,16:00,65.73,-9.3,-4.75,6.73,66.32
2023-05-03,17:00,-7.74,44.59,119.81,2.46,74.44
2023-05-03,18:00,-14.55,-5.92,128.55,14.82,42.52
2023-05-03,19:00,9.43,50.79,48.31,14.51,9.29
2023-05-03,20:00,109.27,35.95,19.66,20.01,86.42
2023-05-03,21:00,70.29,31.47,21.53,19.93,116.45
2023-05-03,22:00,113.44,76.88,31.2,5.24,109.61
2023-05-03,23:00,60.77,29.38,140.82,11.3,95.35
2023-05-03,00:00,6.14,13.26,-1.78,15.44,76.04
2023-05-04,01:00,106.93,40.54,-3.38,9.3,7.76
2023-05-04,02:00,56.25,9.48,81.09,2.96,-15.44
2023-05-04,03:00,-8.94,40.92,-20.72,3.74,48.95
2023-05-04,04:00,69.66,10.25,26.13,11.6,10.69
2023-05-04,05:00,35.69,50.17,-9.08,5.88,63.03
2023-05-04,06:00,105.11,10.77,-25.11,7.58,-13.88
2023-05-04,07:00,53.52,44.39,83.12,2.1,7.89
2023-05-04,08:00,74.92,12.49,51.2,12.37,117.48
2023-05-04,09:00,70.47,5.09,145.7,17.74,66.21
2023-05-04,10:00,23.42,14.89,44.62,7.7,38.97
2023-05-04,11:00,103.39,-0.3,59.46,7.87,1.86
2023-05-04,12:00,58.43,14.36,83.92,11.85,92.34
2023-05-04,13:00,17.56,-10.83,121.27,15.76,86.27
2023-05-04,14:00,-10.72,-8.15,122.09,4.08,30.14
2023-05-04,15:00,41.11,44.01,109.73,7.59,-3.59
2023-05-04,16:00,101.27,-1.37,127.45,-0.62,72.2
2023-05-04,17:00,38.1,45.69,-7.26,9.09,66.59
2023-05-04,18:00,44.28,48.76,126.53,14.75,39.67
2023-05-04,19:00,-11.79,7.01,45.92,18.02,5.28
2023-05-04,20:00,78.19,5.02,68.28,5.12,27.45
2023-05-04,21:00,30.67,75.24,129.17,5.99,6.88
2023-05-04,22:00,23.66,10.05,-4.8,7.3,110.26
2023-05-04,23:00,109.12,8.33,9,4.76,95.77
2023-05-04,00:00,27.36,9.82,64.24,15.48,103.6
2023-05-05,01:00,51.28,60.9,99.89,17.53,43.39
2023-05-05,02:00,65.99,17.06,71.67,1.68,7.4
2023-05-05,03:00,75.53,23.29,89.13,5.6,64.42
2023-05-05,04:00,59.56,43.1,-9.1,12.64,-23.11
2023-05-05,05:00,44.88,-15.67,-27.39,1.3,76.04
2023-05-05,06:00,10.55,39.35,47.39,15.36,48.84
2023-05-05,07:00,47.18,21.08,-46.49,14.17,-13.39
2023-05-05,08:00,26.47,39.51,8.84,3.24,-2.6
2023-05-05,09:00,75.66,26.03,-1.16,11.86,84.87
2023-05-05,10:00,-10.02,1.04,37.92,9.58,85.14
2023-05-05,11:00,119.31,35.5,16.93,21.33,39.87
2023-05-05,12:00,2.37,43.98,1.56,16.01,8.97
2023-05-05,13:00,16.59,27.15,142.8,15.63,76.55
2023-05-05,14:00,112.03,60.96,77.06,17.09,98.82
2023-05-05,15:00,87.43,-13.38,106.12,11.66,9.71
2023-05-05,16:00,22.27,18.01,-18.65,6.06,104.91
2023-05-05,17:00,103.1,7.25,-6.66,12.26,45.72
2023-05-05,18:00,-5.34,60.89,126.75,0.12,72.23
2023-05-05,19:00,5.74,61.36,34.49,9.01,44.85
2023-05-05,20:00,55.06,50.19,120.33,16.15,7.62
2023-05-05,21:00,59.29,1.36,-8.86,4.54,102.03
2023-05-05,22:00,8.19,12.4,90.02,10.79,32.04
2023-05-05,23:00,74.51,39.5,-7.19,12.72,-5.22
2023-05-05,00:00,99.82,-7.48,24.02,17.49,75.73
2023-05-06,01:00,-13.39,49.01,115.41,4.76,86.85
2023-05-06,02:00,97.77,15.67,93.17,5.14,47.61
2023-05-06,03:00,-0.4,37.67,25.2,10.21,-13.9
2023-05-06,04:00,98.63,1.72,67.1,7.66,29.81
2023-05-06,05:00,17.11,-12.89,-9.15,-2.09,39.05
2023-05-06,06:00,54.63,48.4,52.79,6.75,23.37
2023-05-06,07:00,-3.25,-11.69,75.09,4.01,37.83
2023-05-06,08:00,34.65,49.56,61.67,13.37,53.37
2023-05-06,09:00,111.1,17.2,-19.3,18.56,98.4
2023-05-06,10:00,67.27,69.75,68.44,15.7,10.84
2023-05-06,11:00,55.61,10.27,92.82,16.54,71.72
2023-05-06,12:00,113.68,14.41,6.21,19.8,2.09
2023-05-06,13:00,22.49,23.5,9,7.25,14.05
2023-05-06,14:00,9.67,29.22,2.15,14.06,-9.41
2023-05-06,15:00,-5.42,43.35,130.2,1.36,91.92
2023-05-06,16:00,115.88,33.9,86.86,4.26,62.25
2023-05-06,17:00,29.03,2.52,0.26,1.77,21.29
2023-05-06,18:00,72.15,7.66,80.91,9.64,61.79
2023-05-06,19:00,94.9,59.31,154.1,11.6,90.98
2023-05-06,20:00,64.04,54.41,141.96,6.4,72.49
2023-05-06,21:00,18.84,6.26,13.05,6.74,90.33
2023-05-06,22:00,6,69.33,14.08,10.83,22.97
2023-05-06,23:00,13.31,72.31,37.82,14.2,4.66
2023-05-06,00:00,106.24,30.06,137.98,16.77,53.32
2023-05-07,01:00,80.8,34.54,162.54,12.04,-13.69
2023-05-07,02:00,-7.64,19.93,121.23,0.25,-15.24
2023-05-07,03:00,15.49,42.86,56.36,5.04,46.42
2023-05-07,04:00,37.65,48.11,30.9,6.85,43.34
2023-05-07,05:00,75.46,45.47,-4.74,4.45,33.43
2023-05-07,06:00,42.89,15.43,144.55,14.37,39.35
2023-05-07,07:00,29.38,56.66,109.05,16.22,20.31
2023-05-07,08:00,9.19,-0.32,-9.8,11.59,32.82
2023-05-07,09:00,-2.75,15,-4.22,19.73,-0.05
2023-05-07,10:00,67.41,75.51,138.76,12.41,71.78
2023-05-07,11:00,77.06,43.37,149.5,12.28,98.94
2023-05-07,12:00,16.96,4.39,92.93,6.26,19.31
2023-05-07,13:00,44.04,52.38,75.11,12.89,78.48
2023-05-07,14:00,30.59,52.81,46.66,19.88,45.47
2023-05-07,15:00,-9.32,18.99,-4.55,17.23,81.83
2023-05-07,16:00,20.47,4.56,45.92,17.16,12.27
2023-05-07,17:00,120.97,72.06,131.86,16.56,88.41
2023-05-07,18:00,47.41,40,-13.43,13.74,99.42
2023-05-07,19:00,39.83,33.68,80.57,11.45,48.94
2023-05-07,20:00,48.01,57.74,108.57,20.05,24.23
2023-05-07,21:00,46.42,18.49,112.95,12.44,38.29
2023-05-07,22:00,68.02,55.65,144.67,15,23.16
2023-05-07,23:00,33.92,36.87,161.88,14.65,48.32
2023-05-07,00:00,87.03,47.2,86.03,5.53,57.89
2023-05-08,01:00,63.47,49.87,109.93,9.65,18.15
2023-05-08,02:00,32.21,4.87,-0.74,7.21,53.33
2023-05-08,03:00,30.77,55.77,-14.45,10.25,-12.23
2023-05-08,04:00,-11.22,23.64,55.26,5.58,71.48
2023-05-08,05:00,109.3,61.45,156.39,6.99,47.66
2023-05-08,06:00,108.44,15.39,144.64,3.45,20.08
2023-05-08,07:00,115.14,14.74,158.06,7.42,117.58
2023-05-08,08:00,42.44,76.46,20.99,16.83,69.97
2023-05-08,09:00,40.68,1.43,17.66,9.72,117.97
2023-05-08,10:00,-2.09,64.75,65.61,-0.95,71.8
2023-05-08,11:00,67.8,45.91,121.32,3.34,77.65
2023-05-08,12:00,106.15,2.68,84.21,5.29,73.13
2023-05-08,13:00,4.88,30.06,-7.14,4.72,51.25
2023-05-08,14:00,96.99,6.19,0.79,1.06,-10.27
2023-05-08,15:00,73.66,40.72,-27.1,8.92,92.6
2023-05-08,16:00,11.32,38.84,-29.59,6.47,-0.14
2023-05-08,17:00,62.06,25.61,133.36,1.17,79.81
2023-05-08,18:00,-18.7,-0.66,121.38,5.96,14.37
2023-05-08,19:00,69.83,0.39,17.17,15.47,7.45
2023-05-08,20:00,75.63,63.19,128.62,18.58,55.49
2023-05-08,21:00,107.36,52.37,-3.48,14.18,38.85
2023-05-08,22:00,126.82,43.9,11.35,9.99,121.26
2023-05-08,23:00,126.51,50.63,92.46,13.82,28
2023-05-08,00:00,29.91,24.14,89.48,20.14,94.2
2023-05-09,01:00,93.35,50.34,19.05,18.12,80.37
2023-05-09,02:00,15.36,57.62,-4.93,5.18,61.38
2023-05-09,03:00,11.47,42.5,44.68,15.3,-13
2023-05-09,04:00,66.92,-9.13,74.93,0.38,41.79
2023-05-09,05:00,110.04,4.23,17.19,15.86,-2
2023-05-09,06:00,99.47,0.16,-5.92,13.82,9.13
2023-05-09,07:00,0.51,3.51,12.14,9.59,74.14
2023-05-09,08:00,32.1,19.07,85.71,26.46,112.69
2023-05-09,09:00,110.33,7.17,98.63,10.5,36.06
2023-05-09,10:00,40.92,15.02,125.14,17.1,51.14
2023-05-09,11:00,66.1,-1.99,8.52,5.3,14.88
2023-05-09,12:00,74.53,52.26,-22.22,6.22,9.77
2023-05-09,13:00,95.7,16.39,11.3,7.82,17.21
2023-05-09,14:00,32.99,-13.91,-20.27,14.73,89.29
2023-05-09,15:00,18.23,-16.71,1.84,12.12,15.64
2023-05-09,16:00,24.73,-10.1,81.26,5.49,39.29
2023-05-09,17:00,17.55,48.5,104.25,4.43,97.25
2023-05-09,18:00,99.62,30.85,56.48,16.79,85.85
2023-05-09,19:00,87.77,53.82,115.16,16.05,107.84
2023-05-09,20:00,78.56,51.98,18.29,4.35,62.2
2023-05-09,21:00,96.48,13.94,40.07,20.15,32.07
2023-05-09,22:00,30.91,78.12,147.45,17.66,83.89
2023-05-09,23:00,11.4,26.19,130.45,17.92,88.79
2023-05-09,00:00,123.25,66.36,49.81,7.11,77.96
2023-05-10,01:00,105.19,40.85,106.32,16.65,55.81
2023-05-10,02:00,23,32.07,68.1,7.61,10.98
2023-05-10,03:00,10.26,36.29,64.21,15.34,58.87
2023-05-10,04:00,51.89,2.01,90.44,3.53,-2.66
2023-05-10,05:00,18.67,-11.85,-25,13.28,41.36
2023-05-10,06:00,80.75,26.28,87.75,4.81,51.87
2023-05-10,07:00,56.13,65.52,102.93,12.3,97.38
2023-05-10,08:00,90.39,15.23,127.1,22.23,75.63
2023-05-10,09:00,53.36,33.41,64.92,14.66,25.6
2023-05-10,10:00,67.83,16.23,111.55,4.91,98.69
2023-05-10,11:00,8.18,-0.16,109.24,3.23,23.08
2023-05-10,12:00,32.69,51.75,17.95,14.28,72.17
2023-05-10,13:00,62.45,19.35,-0.53,3.23,86.08
2023-05-10,14:00,106.77,-5.96,-14.51,11.65,58.86
2023-05-10,15:00,16.32,9.87,31.53,5.34,29.14
2023-05-10,16:00,-9.91,7.93,-16.01,12.91,39.47
2023-05-10,17:00,111.05,11.38,20.58,14.89,70.79
2023-05-10,18:00,108.08,7.91,17.97,4.72,-7.29
2023-05-10,19:00,-7.47,20.22,73.36,13.95,3.76
2023-05-10,20:00,23.44,28.84,57.78,17.91,8.58
2023-05-10,21:00,86.47,71.69,67.71,15.32,39.09
2023-05-10,22:00,124.29,72.32,43.48,14.9,96.37
2023-05-10,23:00,110.23,61.1,102.67,14.51,62.81
2023-05-10,00:00,24.64,15.8,-10.88,3.61,104.89
2023-05-11,01:00,105.62,22.1,-26.83,14.51,87.76
2023-05-11,02:00,-2.06,6.97,34.45,-0.77,27.15
2023-05-11,03:00,13.17,-0.19,79.7,6.87,78.86
2023-05-11,04:00,80.3,39.72,104.86,8.38,82.33
2023-05-11,05:00,-24.6,30.32,-23.97,12.27,79.23
2023-05-11,06:00,111.55,-7.53,33.38,7.83,85.63
2023-05-11,07:00,44.57,16.15,63.08,19.64,104.63
2023-05-11,08:00,80.12,16.19,-14.15,10.81,134.95
2023-05-11,09:00,94.27,51.38,10.41,5.95,73.73
2023-05-11,10:00,105.79,50.01,75.75,-1.93,-7.18
2023-05-11,11:00,35.19,-1.87,121.34,16.85,53.15
2023-05-11,12:00,20.81,13.61,132.27,6.43,51.48
2023-05-11,13:00,45.97,-7.98,-15.52,7.79,42.29
2023-05-11,14:00,31.35,0.82,15.31,13.78,4.83
2023-05-11,15:00,108.96,54.75,22.08,8.66,83.2
2023-05-11,16:00,83.31,-10.54,78.31,15.15,9.46
2023-05-11,17:00,18.09,23.61,99.47,1.92,34.14
2023-05-11,18:00,20.3,0.93,56.13,16.43,46.89
2023-05-11,19:00,31.36,51.76,42.11,13.16,71.37
2023-05-11,20:00,62.42,31.99,51.01,12.38,58.98
2023-05-11,21:00,31.81,55.18,133.32,6.83,55.63
2023-05-11,22:00,7.68,72.22,-20.19,16.93,76.62
2023-05-11,23:00,11.78,58.9,5.84,19.59,6.32
2023-05-11,00:00,44.7,36.43,86.37,15.36,83.98
2023-05-12,01:00,88.15,26.71,104.7,15.27,35.36
2023-05-12,02:00,52.5,-12.22,106.78,3.84,5.2
2023-05-12,03:00,73.45,0.31,19.83,14.34,55.35
2023-05-12,04:00,-13.18,-1.98,3.02,11.17,-15.07
2023-05-12,05:00,70.2,53.16,100.84,-3.45,-9.99
2023-05-12,06:00,-19.15,15.6,-4.75,1.71,90.39
2023-05-12,07:00,93.71,57.74,63.8,13.7,12.37
2023-05-12,08:00,123.22,5.51,55.48,18.7,88
2023-05-12,09:00,112.45,57.39,99.06,8.48,95.59
2023-05-12,10:00,114.68,23.3,42.2,13.25,11.74
2023-05-12,11:00,69.25,40.59,28.24,16.15,78.09
2023-05-12,12:00,8.01,2.41,-17.65,16.18,36.57
2023-05-12,13:00,108.61,-2.95,71.95,12.41,96.6
2023-05-12,14:00,65.53,-7.98,-34.81,2.52,90.49
2023-05-12,15:00,27.32,-9.53,134.41,9.43,-4.65
2023-05-12,16:00,-8.43,18.16,110.67,2.81,27.6
2023-05-12,17:00,95.13,24.28,133.34,-0.2,93.17
2023-05-12,18:00,97.03,35.05,101.15,12.62,83.3
2023-05-12,19:00,122.7,20.29,94.62,6.42,16.74
2023-05-12,20:00,17.91,48.48,-13.22,13.69,72.97
2023-05-12,21:00,4.25,21,-15.53,12.25,55.09
2023-05-12,22:00,92.44,30.59,16.41,9.1,32.36
2023-05-12,23:00,82.46,0.76,132.96,2.85,108.12
2023-05-12,00:00,1.24,19.52,39.74,4.58,15.61
2023-05-13,01:00,-23.68,10.71,103.69,16.12,-6.82
2023-05-13,02:00,57.59,-4.39,66.92,3.45,73.84
2023-05-13,03:00,89.12,37.1,-37.07,-0.51,82.27
2023-05-13,04:00,-21.59,-15.66,97.37,-2.53,61.28
2023-05-13,05:00,-20.22,33.5,18.85,1.84,20.53
2023-05-13,06:00,65.97,-14.94,76.09,7.39,-11.14
2023-05-13,07:00,83.53,7.28,134.85,8.06,-7.68
2023-05-13,08:00,60.11,3.18,-1.08,9.87,37.94
2023-05-13,09:00,47.99,27.16,105.46,15.49,34.85
2023-05-13,10:00,79.9,25.4,24.42,14.75,48.43
2023-05-13,11:00,61.98,41.77,2.72,10.55,6.3
2023-05-13,12:00,87.19,64.16,147.95,8.62,107.61
2023-05-13,13:00,30.95,42.67,40.55,3.95,17.04
2023-05-13,14:00,111.78,58.54,53.88,-0.31,62.27
2023-05-13,15:00,22,-9.27,14.36,9.22,68.95
2023-05-13,16:00,87.61,-13.15,89.21,-1.11,-3.87
2023-05-13,17:00,16.01,-1.33,-28.84,-2.7,52.77
2023-05-13,18:00,46.03,-4.48,83.07,9.24,99.47
2023-05-13,19:00,73.68,12.03,57.6,4.79,71.96
2023-05-13,20:00,130.49,13.71,82.92,13.94,77.74
2023-05-13,21:00,52.17,21.98,72.78,16.92,31.46
2023-05-13,22:00,11.24,54.96,26.1,1.92,77.31
2023-05-13,23:00,87.4,58.77,18.43,17.31,77.61
2023-05-13,00:00,86.24,14.6,-22.02,15.73,89.93
2023-05-14,01:00,2.05,-1.31,-8.64,4.43,50.6
2023-05-14,02:00,48.82,59.56,128.35,13.61,81.9
2023-05-14,03:00,94.23,35.64,116.17,4.14,80.89
2023-05-14,04:00,-1.6,56.55,92.39,9.21,83.39
2023-05-14,05:00,78.2,-10.91,-37.48,7.46,27.15
2023-05-14,06:00,43.96,22.32,50.09,-3.29,32.1
2023-05-14,07:00,98.43,12.54,-22.38,7.53,-11.89
2023-05-14,08:00,41.75,60.66,90.49,-0.4,86.5
2023-05-14,09:00,-9.61,38.04,125.29,4.37,15.41
2023-05-14,10:00,57.97,2.74,0.77,11.83,101.45
2023-05-14,11:00,21.9,1.02,85.69,5.99,37.48
2023-05-14,12:00,7.9,-6.6,86.96,8.9,83.87
2023-05-14,13:00,23.86,0.33,106.24,15.14,61.12
2023-05-14,14:00,55.03,-14.66,90.58,12.17,33.95
2023-05-14,15:00,30.69,-0.86,20.69,-1.48,32.04
2023-05-14,16:00,65.66,14.65,-28.71,3.17,80.39
2023-05-14,17:00,-23.36,-9.51,64.61,14.35,13.4
2023-05-14,18:00,-6.92,57.61,58.91,2.8,63.49
2023-05-14,19:00,39,4.61,46.63,9.55,59.24
2023-05-14,20:00,-0.86,59.17,37.28,13.42,27.65
2023-05-14,21:00,20.59,45.12,61.11,3.58,20.56
2023-05-14,22:00,40.24,56.95,128.5,17.07,113.23
2023-05-14,23:00,2.57,51.99,-12.61,15.46,37.86
2023-05-14,00:00,62.1,43.8,73.93,17.62,81.03
2023-05-15,01:00,2.86,5.85,105.72,11.44,-5.42
2023-05-15,02:00,77.46,12.78,116.29,-1.67,2.67
2023-05-15,03:00,64.45,35.83,86.97,7.52,52.05
2023-05-15,04:00,17.45,41.81,87.58,2.54,10.24
2023-05-15,05:00,65.79,4.73,129.12,6.2,81.3
2023-05-15,06:00,79.29,19.57,70.39,11.48,91.91
2023-05-15,07:00,60.53,53.79,9.84,6.54,89.23
2023-05-15,08:00,123.21,43.38,-24.23,8.35,27.63
2023-05-15,09:00,127.95,23.73,54.25,16.02,73.96
2023-05-15,10:00,108.65,43.17,147.38,-0.21,66.58
2023-05-15,11:00,113.06,42.31,143.62,4.06,27.86
2023-05-15,12:00,51.32,-0.11,48.95,9.65,6.12
2023-05-15,13:00,3.67,-4.49,6.58,16.53,106.96
2023-05-15,14:00,21.98,32.2,-23.19,19.04,20.35
2023-05-15,15:00,20.71,-16.96,11.5,18.02,47.59
2023-05-15,16:00,98.55,50.17,44.66,13.67,62.96
2023-05-15,17:00,121.51,-21.28,-3.2,1.87,55.42
2023-05-15,18:00,-8.54,38.12,69.6,8.23,20.91
2023-05-15,19:00,124.48,30.47,122.56,17.26,51.56
2023-05-15,20:00,100.68,44.1,81.21,12.91,68.04
2023-05-15,21:00,43.87,10.28,-4.94,2.17,9.73
2023-05-15,22:00,31.34,-1.64,32.54,4.33,93.38
2023-05-15,23:00,125.52,65.61,102.11,12.45,19.4
2023-05-15,00:00,24.56,47.42,-20.62,14.19,58.62
2023-05-16,01:00,34.86,10.48,-1.26,4.09,78.51
2023-05-16,02:00,8.75,-6.37,-6.1,10.92,22.42
2023-05-16,03:00,71.63,15.16,84.91,10.82,-16.46
2023-05-16,04:00,34.85,-17.78,60.18,11.79,10.63
2023-05-16,05:00,44.6,26.91,-27,3.88,77.48
2023-05-16,06:00,64.92,2.73,-2.04,15.28,22.83
2023-05-16,07:00,104.99,9.5,-14.2,10.58,9.17
2023-05-16,08:00,25.42,61.4,162.16,13.94,58.86
2023-05-16,09:00,110.13,8.62,42.12,20.08,45.87
2023-05-16,10:00,12.03,38.42,16.27,10.24,46.11
2023-05-16,11:00,116.59,-6.6,-3.98,13.74,19.75
2023-05-16,12:00,108.91,17.07,-29.28,13.96,75.3
2023-05-16,13:00,112.7,-19.05,60.54,4.62,39.08
2023-05-16,14:00,82.26,-16.95,-11.3,13.08,105.71
2023-05-16,15:00,-9.67,-9.54,90,7.35,92.18
2023-05-16,16:00,15.74,37.88,4.14,5.58,94.85
2023-05-16,17:00,25.55,20.15,71.67,9.03,56.95
2023-05-16,18:00,4.12,24.72,68.94,17.25,34.65
2023-05-16,19:00,71.83,47.26,141.19,11.07,105.74
2023-05-16,20:00,80.03,61.26,53.78,8.29,90.86
2023-05-16,21:00,24.82,0.68,49.3,15.71,109.82
2023-05-16,22:00,112.03,50.11,2.12,18.95,67.12
2023-05-16,23:00,77.74,14.8,75.74,6.2,76.18
2023-05-16,00:00,19.91,16.48,117.09,16.75,-3.44
2023-05-17,01:00,49.29,6.23,87.28,16.78,74.77
2023-05-17,02:00,100.41,-20.07,21.9,11.1,61.53
2023-05-17,03:00,-42.35,-11.17,35.66,4.84,-29.87
2023-05-17,04:00,89.68,-10.31,62.79,-1.74,18.22
2023-05-17,05:00,51.91,7.54,102.31,4.54,77.84
2023-05-17,06:00,87.28,31.79,14.6,15.53,55.7
2023-05-17,07:00,-0.09,52.77,53.16,5.64,67.01
2023-05-17,08:00,78.04,41.14,8.88,19.5,43.28
2023-05-17,09:00,89.61,58.74,-5.63,9.82,17.73
2023-05-17,10:00,31.43,-3,143.94,8.32,77.51
2023-05-17,11:00,77.45,-3.98,96.93,11.84,98.05
2023-05-17,12:00,119.3,-8.42,93.58,18.34,0.55
2023-05-17,13:00,-3.49,28.5,-30.63,18.62,78.98
2023-05-17,14:00,-0.65,-11.2,135.39,23.41,66.83
2023-05-17,15:00,81.66,-16.07,77.86,18.61,40.28
2023-05-17,16:00,20.92,34.89,29.34,12.86,98.18
2023-05-17,17:00,19.55,33.83,33.29,16.99,97.23
2023-05-17,18:00,1.86,-2.61,114.05,19.84,93.4
2023-05-17,19:00,82.29,10.48,69.82,9.71,59.02
2023-05-17,20:00,19.84,7.2,14.95,11.1,53.59
2023-05-17,21:00,63.05,50.94,-12.1,13.25,9.45
2023-05-17,22:00,23.2,-1.82,59.81,5.36,63.39
2023-05-17,23:00,-10.54,45.44,137.64,13.36,83.79
2023-05-17,00:00,96.09,-7.07,31.11,5.07,55.54
2023-05-18,01:00,48.63,38.16,-22.16,11.01,56.06
2023-05-18,02:00,-26.06,-10.34,3.8,13.23,-21.81
2023-05-18,03:00,17.17,45.52,-24.08,-0.91,65.45
2023-05-18,04:00,65.88,35.86,115.71,3.52,5.07
2023-05-18,05:00,63.14,32.98,72.94,7.85,-2.57
2023-05-18,06:00,24.06,-20.44,125.62,7.81,-20.37
2023-05-18,07:00,-17.69,17.13,71.87,13.36,62.58
2023-05-18,08:00,92.68,65.71,-0.63,7.08,32.53
2023-05-18,09:00,4.05,-2.56,34.48,2.15,67.43
2023-05-18,10:00,17.3,32.91,81.67,1.53,-6.16
2023-05-18,11:00,-6.71,-14.4,90.96,-0.23,62.76
2023-05-18,12:00,60.2,10.02,23.41,9.41,94.03
2023-05-18,13:00,-8.37,51,41.83,2.03,1.29
2023-05-18,14:00,48.32,48.28,62,8.38,-16.11
2023-05-18,15:00,31.33,0.19,19.52,5.32,50.75
2023-05-18,16:00,22.02,-4.15,82.58,-1.63,16.31
2023-05-18,17:00,25.5,18.19,26.49,3.06,-13.18
2023-05-18,18:00,27.09,-13.65,-22.83,10.89,15.2
2023-05-18,19:00,-17.3,38.01,-20.93,12.86,52
2023-05-18,20:00,18.3,15.68,124.75,4.05,36.41
2023-05-18,21:00,101.05,8.2,116.13,9.99,25.15
2023-05-18,22:00,24.23,47.42,-18.81,16.72,59.2
2023-05-18,23:00,40.33,23.04,75.16,16.76,22.9
2023-05-18,00:00,-15.39,48.11,99.09,14.08,70.73
2023-05-19,01:00,-8.11,2.38,83.2,2.36,80.56
2023-05-19,02:00,37.77,30.61,112.65,7.27,37.43
2023-05-19,03:00,67.5,-18.94,-39.7,-0.72,31.95
2023-05-19,04:00,-18.59,13.24,-16.03,8.77,12.46
2023-05-19,05:00,99.12,35.22,100.3,2.68,42.04
2023-05-19,06:00,22.48,7.47,9.71,13.65,33.63
2023-05-19,07:00,94.61,11.33,103.86,13.67,17.45
2023-05-19,08:00,12.8,11.5,105.42,4.49,49.74
2023-05-19,09:00,12.43,-3.64,117.92,6,37.13
2023-05-19,10:00,99.91,-3.76,107.89,9.5,48.68
2023-05-19,11:00,100.25,19.69,7.99,4.1,76.36
2023-05-19,12:00,79.28,40.66,30.86,1.6,53.95
2023-05-19,13:00,19.77,-6.15,21.88,16.03,40.75
2023-05-19,14:00,100.89,22.37,61.01,14.8,93.65
2023-05-19,15:00,72.21,38.25,-6.07,16.82,83.69
2023-05-19,16:00,52.51,-17.53,135.79,-0.63,-10.42
2023-05-19,17:00,79.35,40.27,-29.68,16.8,60.05
2023-05-19,18:00,31.59,-11.43,113.82,7.92,-0.82
2023-05-19,19:00,23.38,25.75,12.75,15.71,46.67
2023-05-19,20:00,11.88,20.4,41.65,19.04,26.17
2023-05-19,21:00,87.53,38.98,113.96,4.14,-5.56
2023-05-19,22:00,24.92,9.05,-9.61,7.04,62.5
2023-05-19,23:00,124.67,-3.08,80.03,3.5,34.83
2023-05-19,00:00,-17.04,-5.83,87.79,12.79,66.58
2023-05-20,01:00,-11.95,24.14,-20.67,3.2,46.45
2023-05-20,02:00,58.28,-13.19,39.5,11.82,-19.01
2023-05-20,03:00,22.76,12.29,-11.94,8.88,-4.26
2023-05-20,04:00,-22.06,-4.56,-53.18,12.72,19.4
2023-05-20,05:00,85.63,-9.65,97.33,12.06,20.82
2023-05-20,06:00,77.3,12.46,34.24,-0.76,52.75
2023-05-20,07:00,-33.67,45.94,106.81,12.68,68.68
2023-05-20,08:00,-2.04,49.59,-38.12,0.87,13.02
2023-05-20,09:00,6.17,50.34,142.08,17.62,4.65
2023-05-20,10:00,-11.62,7.22,54.05,9.71,-2.09
2023-05-20,11:00,52.01,0.1,41.7,10.41,102.97
2023-05-20,12:00,1.81,15.89,51.04,14.02,80.81
2023-05-20,13:00,113.88,49.58,122.14,11.26,12.9
2023-05-20,14:00,86.99,25.69,75.01,8.68,39.85
2023-05-20,15:00,4.89,1.63,91.15,-0.59,50.74
2023-05-20,16:00,21.03,-10.37,4.41,16.02,-1.08
2023-05-20,17:00,40.76,-6.48,136.76,1.73,96.3
2023-05-20,18:00,93.91,-1.37,-6.27,1.65,41.88
2023-05-20,19:00,121.37,5.54,0.38,5.92,93.85
2023-05-20,20:00,-10.41,46.03,-13.56,-0.63,23.36
2023-05-20,21:00,117.55,22.4,73.31,8.48,44.15
2023-05-20,22:00,24.84,24.69,-10.02,17.16,42.24
2023-05-20,23:00,20.79,0.37,44.35,16.93,36.54
2023-05-20,00:00,24.94,6,-34.71,11.37,-6.8
2023-05-21,01:00,27.69,12.05,-37.72,1.84,72.5
2023-05-21,02:00,65.16,-9.84,30.05,9.83,87.5
2023-05-21,03:00,44.29,16.88,92.41,-3.48,71.8
2023-05-21,04:00,44.1,29.6,-1.39,5.69,59.76
2023-05-21,05:00,48.21,14.99,11.13,0.34,74.74
2023-05-21,06:00,78.39,17.29,-10.63,9.97,70.9
2023-05-21,07:00,5.65,6.63,0.2,11.23,21.82
2023-05-21,08:00,-26.16,46.21,26.94,7.94,79.34
2023-05-21,09:00,-17.95,0.77,-0.14,4.25,92.63
2023-05-21,10:00,-22.9,27.92,-22.76,13.95,67.39
2023-05-21,11:00,0.32,25.52,44.53,-0.94,85.33
2023-05-21,12:00,0.43,24.8,99.2,14.17,74.93
2023-05-21,13:00,72.92,10.48,123.8,13.17,86.1
2023-05-21,14:00,91.49,18.2,105.17,-0.4,27.73
